predictor,outcome,r2
KW_39-42_11,HC_38_1,1
KW_39-42_11,HC_38_2,1
KW_39-42_11,HC_38_3,1
KW_39-42_11,HC_38_4,1
KW_39-42_11,HC_38_5,1
KW_39-42_11,HC_38_6,1
KW_39-42_11,HC_38_7,1
KW_39-42_11,HC_38_8,1
KW_39-42_11,HC_38_9,1
KW_39-42_11,HC_38_10,1
KW_39-42_11,HC_38_11,1
KW_39-42_11,HC_38_12,1
KW_39-42_11,HC_38_13,1
KW_39-42_11,HC_38_14,1
KW_39-42_11,HC_38_15,1
KW_39-42_11,HC_38_16,1
KW_39-42_12,SF-36_3,1
KW_39-42_12,SF-36_4,1
KW_39-42_12,SF-36_5,1
KW_39-42_12,SF-36_6,1
KW_39-42_12,SF-36_7,1
KW_39-42_12,SF-36_9,1
KW_39-42_12,SF-36_10,1
KW_39-42_12,SF-36_11,1
KW_39-42_12,SF-36_12,1
KW_39-42_12,SF-36_13,1
KW_39-42_12,SF-36_14,1
KW_39-42_12,SF-36_15,1
KW_39-42_12,SF-36_16,1
KW_39-42_12,SF-36_17,1
KW_39-42_12,SF-36_18,1
KW_39-42_12,SF-36_19,1
KW_39-42_12,SF-36_23,1
KW_39-42_12,SF-36_24,1
KW_39-42_12,SF-36_25,1
KW_39-42_12,SF-36_26,1
KW_39-42_12,SF-36_27,1
KW_39-42_12,SF-36_28,1
KW_39-42_12,SF-36_29,1
KW_39-42_12,SF-36_30,1
KW_39-42_12,SF-36_31,1
KW_39-42_12,SF-36_34,1
KW_39-42_12,SF-36_35,1
KW_39-42_12,SF-36_36,1
KW_39-42_12,HC_37_1,1
KW_39-42_12,HC_37_2,1
KW_39-42_12,HC_37_3,1
KW_39-42_12,HC_37_4,1
KW_39-42_12,HC_37_5,1
KW_39-42_12,HC_37_6,1
KW_39-42_12,HC_37_7,1
KW_39-42_12,HC_37_8,1
KW_39-42_12,HC_37_9,1
KW_39-42_12,HC_38_1,1
KW_39-42_12,HC_38_2,1
KW_39-42_12,HC_38_3,1
KW_39-42_12,HC_38_4,1
KW_39-42_12,HC_38_5,1
KW_39-42_12,HC_38_6,1
KW_39-42_12,HC_38_7,1
KW_39-42_12,HC_38_8,1
KW_39-42_12,HC_38_9,1
KW_39-42_12,HC_38_10,1
KW_39-42_12,HC_38_11,1
KW_39-42_12,HC_38_12,1
KW_39-42_12,HC_38_13,1
KW_39-42_12,HC_38_14,1
KW_39-42_12,HC_38_15,1
KW_39-42_12,HC_38_16,1
KW_39-42_13,SF-36_3,1
KW_39-42_13,SF-36_4,1
KW_39-42_13,SF-36_5,1
KW_39-42_13,SF-36_7,1
KW_39-42_13,SF-36_9,1
KW_39-42_13,SF-36_10,1
KW_39-42_13,SF-36_11,1
KW_39-42_13,SF-36_12,1
KW_39-42_13,SF-36_13,1
KW_39-42_13,SF-36_17,1
KW_39-42_13,SF-36_23,1
KW_39-42_13,SF-36_24,1
KW_39-42_13,SF-36_25,1
KW_39-42_13,SF-36_27,1
KW_39-42_13,SF-36_28,1
KW_39-42_13,SF-36_34,1
KW_39-42_13,HC_37_1,1
KW_39-42_13,HC_37_2,1
KW_39-42_13,HC_37_3,1
KW_39-42_13,HC_37_4,1
KW_39-42_13,HC_37_5,1
KW_39-42_13,HC_37_7,1
KW_39-42_13,HC_37_8,1
KW_39-42_13,HC_38_2,1
KW_39-42_13,HC_38_3,1
KW_39-42_13,HC_38_5,1
KW_39-42_13,HC_38_6,1
KW_39-42_13,HC_38_7,1
KW_39-42_13,HC_38_8,1
KW_39-42_13,HC_38_13,1
KW_39-42_13,HC_38_14,1
KW_39-42_13,HC_38_16,1
KW_39-42_14,SF-36_3,1
KW_39-42_14,SF-36_4,1
KW_39-42_14,SF-36_5,1
KW_39-42_14,SF-36_7,1
KW_39-42_14,SF-36_9,1
KW_39-42_14,SF-36_10,1
KW_39-42_14,SF-36_11,1
KW_39-42_14,SF-36_12,1
KW_39-42_14,SF-36_13,1
KW_39-42_14,SF-36_17,1
KW_39-42_14,SF-36_23,1
KW_39-42_14,SF-36_24,1
KW_39-42_14,SF-36_25,1
KW_39-42_14,SF-36_27,1
KW_39-42_14,SF-36_28,1
KW_39-42_14,SF-36_34,1
KW_39-42_14,HC_37_1,1
KW_39-42_14,HC_37_2,1
KW_39-42_14,HC_37_3,1
KW_39-42_14,HC_37_4,1
KW_39-42_14,HC_37_5,1
KW_39-42_14,HC_37_7,1
KW_39-42_14,HC_37_8,1
KW_39-42_14,HC_38_2,1
KW_39-42_14,HC_38_3,1
KW_39-42_14,HC_38_5,1
KW_39-42_14,HC_38_6,1
KW_39-42_14,HC_38_7,1
KW_39-42_14,HC_38_8,1
KW_39-42_14,HC_38_13,1
KW_39-42_14,HC_38_14,1
KW_39-42_14,HC_38_16,1
KW_39-42_15,SF-36_3,1
KW_39-42_15,SF-36_4,1
KW_39-42_15,SF-36_5,1
KW_39-42_15,SF-36_6,1
KW_39-42_15,SF-36_7,1
KW_39-42_15,SF-36_9,1
KW_39-42_15,SF-36_10,1
KW_39-42_15,SF-36_11,1
KW_39-42_15,SF-36_12,1
KW_39-42_15,SF-36_13,1
KW_39-42_15,SF-36_14,1
KW_39-42_15,SF-36_15,1
KW_39-42_15,SF-36_16,1
KW_39-42_15,SF-36_17,1
KW_39-42_15,SF-36_18,1
KW_39-42_15,SF-36_19,1
KW_39-42_15,SF-36_23,1
KW_39-42_15,SF-36_24,1
KW_39-42_15,SF-36_25,1
KW_39-42_15,SF-36_26,1
KW_39-42_15,SF-36_27,1
KW_39-42_15,SF-36_28,1
KW_39-42_15,SF-36_29,1
KW_39-42_15,SF-36_30,1
KW_39-42_15,SF-36_31,1
KW_39-42_15,SF-36_34,1
KW_39-42_15,SF-36_35,1
KW_39-42_15,SF-36_36,1
KW_39-42_15,HC_37_1,1
KW_39-42_15,HC_37_2,1
KW_39-42_15,HC_37_3,1
KW_39-42_15,HC_37_4,1
KW_39-42_15,HC_37_5,1
KW_39-42_15,HC_37_6,1
KW_39-42_15,HC_37_7,1
KW_39-42_15,HC_37_8,1
KW_39-42_15,HC_37_9,1
KW_39-42_15,HC_38_1,1
KW_39-42_15,HC_38_2,1
KW_39-42_15,HC_38_3,1
KW_39-42_15,HC_38_4,1
KW_39-42_15,HC_38_5,1
KW_39-42_15,HC_38_6,1
KW_39-42_15,HC_38_7,1
KW_39-42_15,HC_38_8,1
KW_39-42_15,HC_38_9,1
KW_39-42_15,HC_38_10,1
KW_39-42_15,HC_38_11,1
KW_39-42_15,HC_38_12,1
KW_39-42_15,HC_38_13,1
KW_39-42_15,HC_38_14,1
KW_39-42_15,HC_38_15,1
KW_39-42_15,HC_38_16,1
KW_39-42_16,SF-36_3,1
KW_39-42_16,SF-36_4,1
KW_39-42_16,SF-36_5,1
KW_39-42_16,SF-36_7,1
KW_39-42_16,SF-36_9,1
KW_39-42_16,SF-36_10,1
KW_39-42_16,SF-36_11,1
KW_39-42_16,SF-36_12,1
KW_39-42_16,SF-36_13,1
KW_39-42_16,SF-36_17,1
KW_39-42_16,SF-36_23,1
KW_39-42_16,SF-36_24,1
KW_39-42_16,SF-36_25,1
KW_39-42_16,SF-36_27,1
KW_39-42_16,SF-36_28,1
KW_39-42_16,SF-36_34,1
KW_39-42_16,HC_37_1,1
KW_39-42_16,HC_37_2,1
KW_39-42_16,HC_37_3,1
KW_39-42_16,HC_37_4,1
KW_39-42_16,HC_37_5,1
KW_39-42_16,HC_37_7,1
KW_39-42_16,HC_37_8,1
KW_39-42_16,HC_38_2,1
KW_39-42_16,HC_38_3,1
KW_39-42_16,HC_38_5,1
KW_39-42_16,HC_38_6,1
KW_39-42_16,HC_38_7,1
KW_39-42_16,HC_38_8,1
KW_39-42_16,HC_38_13,1
KW_39-42_16,HC_38_14,1
KW_39-42_16,HC_38_16,1
KW_39-42_17,SF-36_3,1
KW_39-42_17,SF-36_4,1
KW_39-42_17,SF-36_5,1
KW_39-42_17,SF-36_7,1
KW_39-42_17,SF-36_9,1
KW_39-42_17,SF-36_10,1
KW_39-42_17,SF-36_11,1
KW_39-42_17,SF-36_12,1
KW_39-42_17,SF-36_13,1
KW_39-42_17,SF-36_17,1
KW_39-42_17,SF-36_23,1
KW_39-42_17,SF-36_24,1
KW_39-42_17,SF-36_25,1
KW_39-42_17,SF-36_27,1
KW_39-42_17,SF-36_28,1
KW_39-42_17,SF-36_34,1
KW_39-42_17,HC_37_1,1
KW_39-42_17,HC_37_2,1
KW_39-42_17,HC_37_3,1
KW_39-42_17,HC_37_4,1
KW_39-42_17,HC_37_5,1
KW_39-42_17,HC_37_7,1
KW_39-42_17,HC_37_8,1
KW_39-42_17,HC_38_2,1
KW_39-42_17,HC_38_3,1
KW_39-42_17,HC_38_5,1
KW_39-42_17,HC_38_6,1
KW_39-42_17,HC_38_7,1
KW_39-42_17,HC_38_8,1
KW_39-42_17,HC_38_13,1
KW_39-42_17,HC_38_14,1
KW_39-42_17,HC_38_16,1
KW_39-42_5,SF-36_3,1
KW_39-42_5,SF-36_4,1
KW_39-42_5,SF-36_5,1
KW_39-42_5,SF-36_7,1
KW_39-42_5,SF-36_9,1
KW_39-42_5,SF-36_10,1
KW_39-42_5,SF-36_11,1
KW_39-42_5,SF-36_12,1
KW_39-42_5,SF-36_13,1
KW_39-42_5,SF-36_17,1
KW_39-42_5,SF-36_23,1
KW_39-42_5,SF-36_24,1
KW_39-42_5,SF-36_25,1
KW_39-42_5,SF-36_27,1
KW_39-42_5,SF-36_28,1
KW_39-42_5,SF-36_34,1
KW_39-42_5,HC_37_1,1
KW_39-42_5,HC_37_2,1
KW_39-42_5,HC_37_3,1
KW_39-42_5,HC_37_4,1
KW_39-42_5,HC_37_5,1
KW_39-42_5,HC_37_7,1
KW_39-42_5,HC_37_8,1
KW_39-42_5,HC_38_2,1
KW_39-42_5,HC_38_3,1
KW_39-42_5,HC_38_5,1
KW_39-42_5,HC_38_6,1
KW_39-42_5,HC_38_7,1
KW_39-42_5,HC_38_8,1
KW_39-42_5,HC_38_13,1
KW_39-42_5,HC_38_14,1
KW_39-42_5,HC_38_16,1
KW_39-42_6,SF-36_3,1
KW_39-42_6,SF-36_4,1
KW_39-42_6,SF-36_5,1
KW_39-42_6,SF-36_7,1
KW_39-42_6,SF-36_9,1
KW_39-42_6,SF-36_10,1
KW_39-42_6,SF-36_11,1
KW_39-42_6,SF-36_12,1
KW_39-42_6,SF-36_13,1
KW_39-42_6,SF-36_17,1
KW_39-42_6,SF-36_23,1
KW_39-42_6,SF-36_24,1
KW_39-42_6,SF-36_25,1
KW_39-42_6,SF-36_27,1
KW_39-42_6,SF-36_28,1
KW_39-42_6,SF-36_34,1
KW_39-42_6,HC_37_1,1
KW_39-42_6,HC_37_2,1
KW_39-42_6,HC_37_3,1
KW_39-42_6,HC_37_4,1
KW_39-42_6,HC_37_5,1
KW_39-42_6,HC_37_7,1
KW_39-42_6,HC_37_8,1
KW_39-42_6,HC_38_2,1
KW_39-42_6,HC_38_3,1
KW_39-42_6,HC_38_5,1
KW_39-42_6,HC_38_6,1
KW_39-42_6,HC_38_7,1
KW_39-42_6,HC_38_8,1
KW_39-42_6,HC_38_13,1
KW_39-42_6,HC_38_14,1
KW_39-42_6,HC_38_16,1
KW_39-42_7,SF-36_3,1
KW_39-42_7,SF-36_4,1
KW_39-42_7,SF-36_5,1
KW_39-42_7,SF-36_7,1
KW_39-42_7,SF-36_9,1
KW_39-42_7,SF-36_10,1
KW_39-42_7,SF-36_11,1
KW_39-42_7,SF-36_12,1
KW_39-42_7,SF-36_13,1
KW_39-42_7,SF-36_17,1
KW_39-42_7,SF-36_23,1
KW_39-42_7,SF-36_24,1
KW_39-42_7,SF-36_25,1
KW_39-42_7,SF-36_27,1
KW_39-42_7,SF-36_28,1
KW_39-42_7,SF-36_34,1
KW_39-42_7,HC_37_1,1
KW_39-42_7,HC_37_2,1
KW_39-42_7,HC_37_3,1
KW_39-42_7,HC_37_4,1
KW_39-42_7,HC_37_5,1
KW_39-42_7,HC_37_7,1
KW_39-42_7,HC_37_8,1
KW_39-42_7,HC_38_2,1
KW_39-42_7,HC_38_3,1
KW_39-42_7,HC_38_5,1
KW_39-42_7,HC_38_6,1
KW_39-42_7,HC_38_7,1
KW_39-42_7,HC_38_8,1
KW_39-42_7,HC_38_13,1
KW_39-42_7,HC_38_14,1
KW_39-42_7,HC_38_16,1
KW_39-42_8,SF-36_3,1
KW_39-42_8,SF-36_4,1
KW_39-42_8,SF-36_5,1
KW_39-42_8,SF-36_7,1
KW_39-42_8,SF-36_9,1
KW_39-42_8,SF-36_10,1
KW_39-42_8,SF-36_11,1
KW_39-42_8,SF-36_12,1
KW_39-42_8,SF-36_13,1
KW_39-42_8,SF-36_17,1
KW_39-42_8,SF-36_23,1
KW_39-42_8,SF-36_24,1
KW_39-42_8,SF-36_25,1
KW_39-42_8,SF-36_27,1
KW_39-42_8,SF-36_28,1
KW_39-42_8,SF-36_34,1
KW_39-42_8,HC_37_1,1
KW_39-42_8,HC_37_2,1
KW_39-42_8,HC_37_3,1
KW_39-42_8,HC_37_4,1
KW_39-42_8,HC_37_5,1
KW_39-42_8,HC_37_7,1
KW_39-42_8,HC_37_8,1
KW_39-42_8,HC_38_2,1
KW_39-42_8,HC_38_3,1
KW_39-42_8,HC_38_5,1
KW_39-42_8,HC_38_6,1
KW_39-42_8,HC_38_7,1
KW_39-42_8,HC_38_8,1
KW_39-42_8,HC_38_13,1
KW_39-42_8,HC_38_14,1
KW_39-42_8,HC_38_16,1
KW_39-42_9,SF-36_3,1
KW_39-42_9,SF-36_4,1
KW_39-42_9,SF-36_5,1
KW_39-42_9,SF-36_6,1
KW_39-42_9,SF-36_7,1
KW_39-42_9,SF-36_9,1
KW_39-42_9,SF-36_10,1
KW_39-42_9,SF-36_11,1
KW_39-42_9,SF-36_12,1
KW_39-42_9,SF-36_13,1
KW_39-42_9,SF-36_14,1
KW_39-42_9,SF-36_15,1
KW_39-42_9,SF-36_16,1
KW_39-42_9,SF-36_17,1
KW_39-42_9,SF-36_18,1
KW_39-42_9,SF-36_19,1
KW_39-42_9,SF-36_23,1
KW_39-42_9,SF-36_24,1
KW_39-42_9,SF-36_25,1
KW_39-42_9,SF-36_26,1
KW_39-42_9,SF-36_27,1
KW_39-42_9,SF-36_28,1
KW_39-42_9,SF-36_29,1
KW_39-42_9,SF-36_30,1
KW_39-42_9,SF-36_31,1
KW_39-42_9,SF-36_34,1
KW_39-42_9,SF-36_35,1
KW_39-42_9,SF-36_36,1
KW_39-42_9,HC_37_1,1
KW_39-42_9,HC_37_2,1
KW_39-42_9,HC_37_3,1
KW_39-42_9,HC_37_4,1
KW_39-42_9,HC_37_5,1
KW_39-42_9,HC_37_6,1
KW_39-42_9,HC_37_7,1
KW_39-42_9,HC_37_8,1
KW_39-42_9,HC_37_9,1
KW_39-42_9,HC_38_1,1
KW_39-42_9,HC_38_2,1
KW_39-42_9,HC_38_3,1
KW_39-42_9,HC_38_4,1
KW_39-42_9,HC_38_5,1
KW_39-42_9,HC_38_6,1
KW_39-42_9,HC_38_7,1
KW_39-42_9,HC_38_8,1
KW_39-42_9,HC_38_9,1
KW_39-42_9,HC_38_10,1
KW_39-42_9,HC_38_11,1
KW_39-42_9,HC_38_12,1
KW_39-42_9,HC_38_13,1
KW_39-42_9,HC_38_14,1
KW_39-42_9,HC_38_15,1
KW_39-42_9,HC_38_16,1
LTEQ_5_AnsVal,SF-36_3,1
LTEQ_5_AnsVal,SF-36_4,1
LTEQ_5_AnsVal,SF-36_5,1
LTEQ_5_AnsVal,SF-36_6,1
LTEQ_5_AnsVal,SF-36_7,1
LTEQ_5_AnsVal,SF-36_9,1
LTEQ_5_AnsVal,SF-36_10,1
LTEQ_5_AnsVal,SF-36_11,1
LTEQ_5_AnsVal,SF-36_12,1
LTEQ_5_AnsVal,SF-36_13,1
LTEQ_5_AnsVal,SF-36_14,1
LTEQ_5_AnsVal,SF-36_15,1
LTEQ_5_AnsVal,SF-36_16,1
LTEQ_5_AnsVal,SF-36_17,1
LTEQ_5_AnsVal,SF-36_18,1
LTEQ_5_AnsVal,SF-36_19,1
LTEQ_5_AnsVal,SF-36_23,1
LTEQ_5_AnsVal,SF-36_24,1
LTEQ_5_AnsVal,SF-36_25,1
LTEQ_5_AnsVal,SF-36_26,1
LTEQ_5_AnsVal,SF-36_27,1
LTEQ_5_AnsVal,SF-36_28,1
LTEQ_5_AnsVal,SF-36_29,1
LTEQ_5_AnsVal,SF-36_30,1
LTEQ_5_AnsVal,SF-36_31,1
LTEQ_5_AnsVal,SF-36_34,1
LTEQ_5_AnsVal,SF-36_35,1
LTEQ_5_AnsVal,SF-36_36,1
LTEQ_5_AnsVal,HC_37_1,1
LTEQ_5_AnsVal,HC_37_2,1
LTEQ_5_AnsVal,HC_37_3,1
LTEQ_5_AnsVal,HC_37_4,1
LTEQ_5_AnsVal,HC_37_5,1
LTEQ_5_AnsVal,HC_37_6,1
LTEQ_5_AnsVal,HC_37_7,1
LTEQ_5_AnsVal,HC_37_8,1
LTEQ_5_AnsVal,HC_37_9,1
LTEQ_5_AnsVal,HC_38_1,1
LTEQ_5_AnsVal,HC_38_2,1
LTEQ_5_AnsVal,HC_38_3,1
LTEQ_5_AnsVal,HC_38_4,1
LTEQ_5_AnsVal,HC_38_5,1
LTEQ_5_AnsVal,HC_38_6,1
LTEQ_5_AnsVal,HC_38_7,1
LTEQ_5_AnsVal,HC_38_8,1
LTEQ_5_AnsVal,HC_38_9,1
LTEQ_5_AnsVal,HC_38_10,1
LTEQ_5_AnsVal,HC_38_11,1
LTEQ_5_AnsVal,HC_38_12,1
LTEQ_5_AnsVal,HC_38_13,1
LTEQ_5_AnsVal,HC_38_14,1
LTEQ_5_AnsVal,HC_38_15,1
LTEQ_5_AnsVal,HC_38_16,1
LTEQ_8_AnsVal,SF-36_3,1
LTEQ_8_AnsVal,SF-36_4,1
LTEQ_8_AnsVal,SF-36_5,1
LTEQ_8_AnsVal,SF-36_6,1
LTEQ_8_AnsVal,SF-36_7,1
LTEQ_8_AnsVal,SF-36_9,1
LTEQ_8_AnsVal,SF-36_10,1
LTEQ_8_AnsVal,SF-36_11,1
LTEQ_8_AnsVal,SF-36_12,1
LTEQ_8_AnsVal,SF-36_13,1
LTEQ_8_AnsVal,SF-36_14,1
LTEQ_8_AnsVal,SF-36_15,1
LTEQ_8_AnsVal,SF-36_16,1
LTEQ_8_AnsVal,SF-36_17,1
LTEQ_8_AnsVal,SF-36_18,1
LTEQ_8_AnsVal,SF-36_19,1
LTEQ_8_AnsVal,SF-36_23,1
LTEQ_8_AnsVal,SF-36_24,1
LTEQ_8_AnsVal,SF-36_25,1
LTEQ_8_AnsVal,SF-36_26,1
LTEQ_8_AnsVal,SF-36_27,1
LTEQ_8_AnsVal,SF-36_28,1
LTEQ_8_AnsVal,SF-36_29,1
LTEQ_8_AnsVal,SF-36_30,1
LTEQ_8_AnsVal,SF-36_31,1
LTEQ_8_AnsVal,SF-36_34,1
LTEQ_8_AnsVal,SF-36_35,1
LTEQ_8_AnsVal,SF-36_36,1
LTEQ_8_AnsVal,HC_37_1,1
LTEQ_8_AnsVal,HC_37_2,1
LTEQ_8_AnsVal,HC_37_3,1
LTEQ_8_AnsVal,HC_37_4,1
LTEQ_8_AnsVal,HC_37_5,1
LTEQ_8_AnsVal,HC_37_6,1
LTEQ_8_AnsVal,HC_37_7,1
LTEQ_8_AnsVal,HC_37_8,1
LTEQ_8_AnsVal,HC_37_9,1
LTEQ_8_AnsVal,HC_38_1,1
LTEQ_8_AnsVal,HC_38_2,1
LTEQ_8_AnsVal,HC_38_3,1
LTEQ_8_AnsVal,HC_38_4,1
LTEQ_8_AnsVal,HC_38_5,1
LTEQ_8_AnsVal,HC_38_6,1
LTEQ_8_AnsVal,HC_38_7,1
LTEQ_8_AnsVal,HC_38_8,1
LTEQ_8_AnsVal,HC_38_9,1
LTEQ_8_AnsVal,HC_38_10,1
LTEQ_8_AnsVal,HC_38_11,1
LTEQ_8_AnsVal,HC_38_12,1
LTEQ_8_AnsVal,HC_38_13,1
LTEQ_8_AnsVal,HC_38_14,1
LTEQ_8_AnsVal,HC_38_15,1
LTEQ_8_AnsVal,HC_38_16,1
MJM_4A_1,HC_37_2,1
MJM_4A_1,HC_37_8,1
MJM_4A_1,HC_38_5,1
MJM_4A_1,HC_38_10,1
MJM_4A_2,HC_37_2,1
MJM_4A_2,HC_37_8,1
MJM_4A_2,HC_38_5,1
MJM_4A_2,HC_38_10,1
MJM_4A_3,HC_37_2,1
MJM_4A_3,HC_37_8,1
MJM_4A_3,HC_38_5,1
MJM_4A_3,HC_38_10,1
MJM_4A_4_AnsVal,HC_37_2,1
MJM_4A_4_AnsVal,HC_37_8,1
MJM_4A_4_AnsVal,HC_38_5,1
MJM_4A_4_AnsVal,HC_38_10,1
MW_7-10,SF-36_3,1
MW_7-10,SF-36_4,1
MW_7-10,SF-36_5,1
MW_7-10,SF-36_6,1
MW_7-10,SF-36_7,1
MW_7-10,SF-36_9,1
MW_7-10,SF-36_10,1
MW_7-10,SF-36_11,1
MW_7-10,SF-36_12,1
MW_7-10,SF-36_13,1
MW_7-10,SF-36_14,1
MW_7-10,SF-36_15,1
MW_7-10,SF-36_16,1
MW_7-10,SF-36_17,1
MW_7-10,SF-36_18,1
MW_7-10,SF-36_19,1
MW_7-10,SF-36_23,1
MW_7-10,SF-36_24,1
MW_7-10,SF-36_25,1
MW_7-10,SF-36_26,1
MW_7-10,SF-36_27,1
MW_7-10,SF-36_28,1
MW_7-10,SF-36_29,1
MW_7-10,SF-36_30,1
MW_7-10,SF-36_31,1
MW_7-10,SF-36_34,1
MW_7-10,SF-36_35,1
MW_7-10,SF-36_36,1
MW_7-10,HC_37_1,1
MW_7-10,HC_37_2,1
MW_7-10,HC_37_3,1
MW_7-10,HC_37_4,1
MW_7-10,HC_37_5,1
MW_7-10,HC_37_6,1
MW_7-10,HC_37_7,1
MW_7-10,HC_37_8,1
MW_7-10,HC_37_9,1
MW_7-10,HC_38_1,1
MW_7-10,HC_38_2,1
MW_7-10,HC_38_3,1
MW_7-10,HC_38_4,1
MW_7-10,HC_38_5,1
MW_7-10,HC_38_6,1
MW_7-10,HC_38_7,1
MW_7-10,HC_38_8,1
MW_7-10,HC_38_9,1
MW_7-10,HC_38_10,1
MW_7-10,HC_38_11,1
MW_7-10,HC_38_12,1
MW_7-10,HC_38_13,1
MW_7-10,HC_38_14,1
MW_7-10,HC_38_15,1
MW_7-10,HC_38_16,1
NPX_2-5,SF-36_3,1
NPX_2-5,SF-36_4,1
NPX_2-5,SF-36_5,1
NPX_2-5,SF-36_6,1
NPX_2-5,SF-36_7,1
NPX_2-5,SF-36_9,1
NPX_2-5,SF-36_10,1
NPX_2-5,SF-36_11,1
NPX_2-5,SF-36_12,1
NPX_2-5,SF-36_13,1
NPX_2-5,SF-36_14,1
NPX_2-5,SF-36_15,1
NPX_2-5,SF-36_16,1
NPX_2-5,SF-36_17,1
NPX_2-5,SF-36_18,1
NPX_2-5,SF-36_19,1
NPX_2-5,SF-36_23,1
NPX_2-5,SF-36_24,1
NPX_2-5,SF-36_25,1
NPX_2-5,SF-36_26,1
NPX_2-5,SF-36_27,1
NPX_2-5,SF-36_28,1
NPX_2-5,SF-36_29,1
NPX_2-5,SF-36_30,1
NPX_2-5,SF-36_31,1
NPX_2-5,SF-36_34,1
NPX_2-5,SF-36_35,1
NPX_2-5,SF-36_36,1
NPX_2-5,HC_37_1,1
NPX_2-5,HC_37_2,1
NPX_2-5,HC_37_3,1
NPX_2-5,HC_37_4,1
NPX_2-5,HC_37_5,1
NPX_2-5,HC_37_6,1
NPX_2-5,HC_37_7,1
NPX_2-5,HC_37_8,1
NPX_2-5,HC_37_9,1
NPX_2-5,HC_38_1,1
NPX_2-5,HC_38_2,1
NPX_2-5,HC_38_3,1
NPX_2-5,HC_38_4,1
NPX_2-5,HC_38_5,1
NPX_2-5,HC_38_6,1
NPX_2-5,HC_38_7,1
NPX_2-5,HC_38_8,1
NPX_2-5,HC_38_9,1
NPX_2-5,HC_38_10,1
NPX_2-5,HC_38_11,1
NPX_2-5,HC_38_12,1
NPX_2-5,HC_38_13,1
NPX_2-5,HC_38_14,1
NPX_2-5,HC_38_15,1
NPX_2-5,HC_38_16,1
RH_1_AnsVal,SF-36_3,1
RH_1_AnsVal,SF-36_4,1
RH_1_AnsVal,SF-36_5,1
RH_1_AnsVal,SF-36_6,1
RH_1_AnsVal,SF-36_7,1
RH_1_AnsVal,SF-36_9,1
RH_1_AnsVal,SF-36_10,1
RH_1_AnsVal,SF-36_11,1
RH_1_AnsVal,SF-36_12,1
RH_1_AnsVal,SF-36_13,1
RH_1_AnsVal,SF-36_14,1
RH_1_AnsVal,SF-36_15,1
RH_1_AnsVal,SF-36_16,1
RH_1_AnsVal,SF-36_17,1
RH_1_AnsVal,SF-36_18,1
RH_1_AnsVal,SF-36_19,1
RH_1_AnsVal,SF-36_23,1
RH_1_AnsVal,SF-36_24,1
RH_1_AnsVal,SF-36_25,1
RH_1_AnsVal,SF-36_26,1
RH_1_AnsVal,SF-36_27,1
RH_1_AnsVal,SF-36_28,1
RH_1_AnsVal,SF-36_29,1
RH_1_AnsVal,SF-36_30,1
RH_1_AnsVal,SF-36_31,1
RH_1_AnsVal,SF-36_34,1
RH_1_AnsVal,SF-36_35,1
RH_1_AnsVal,SF-36_36,1
RH_1_AnsVal,HC_37_1,1
RH_1_AnsVal,HC_37_2,1
RH_1_AnsVal,HC_37_3,1
RH_1_AnsVal,HC_37_4,1
RH_1_AnsVal,HC_37_5,1
RH_1_AnsVal,HC_37_6,1
RH_1_AnsVal,HC_37_7,1
RH_1_AnsVal,HC_37_8,1
RH_1_AnsVal,HC_37_9,1
RH_1_AnsVal,HC_38_1,1
RH_1_AnsVal,HC_38_2,1
RH_1_AnsVal,HC_38_3,1
RH_1_AnsVal,HC_38_4,1
RH_1_AnsVal,HC_38_5,1
RH_1_AnsVal,HC_38_6,1
RH_1_AnsVal,HC_38_7,1
RH_1_AnsVal,HC_38_8,1
RH_1_AnsVal,HC_38_9,1
RH_1_AnsVal,HC_38_10,1
RH_1_AnsVal,HC_38_11,1
RH_1_AnsVal,HC_38_12,1
RH_1_AnsVal,HC_38_13,1
RH_1_AnsVal,HC_38_14,1
RH_1_AnsVal,HC_38_15,1
RH_1_AnsVal,HC_38_16,1
RH_M_9G_L_1_AnsVal,HC_37_8,1
RH_M_9G_L_2_AnsVal,HC_37_8,1
RH_M_9G_L_3_AnsVal,HC_37_8,1
RH_M_9G_L_4_AnsVal,HC_37_8,1
RH_M_9G_L_5_AnsVal,HC_37_8,1
RH_M_9G_L_6_AnsVal,HC_37_8,1
RH_M_9G_L_6_AnsVal,HC_38_10,1
PHQ_2A-D_2_AnsVal,SF-36_28,0.5524375539
SF-36_1,SF-36_36,0.542621005
PHQ_2A-D_4_AnsVal,SF-36_31,0.5290010399
CTXD_29-33_2_AnsVal,SF-36_31,0.4884501832
CTXD_29-33_2_AnsVal,SF-36_29,0.4697627974
PHQ_2A-D_4_AnsVal,SF-36_29,0.4677926615
CTXD_50-54_4_AnsVal,SF-36_28,0.4628805722
FSI_13,SF-36_31,0.4624477223
FSI_12,SF-36_31,0.4443910505
GAD7_5A,SF-36_24,0.430353854
FSI_1-4_3_AnsText,SF-36_31,0.4296907624
SF-36_22,SF-36_16,0.4272077348
SF-36_22,SF-36_15,0.426832045
FSI_5-8_1_AnsText,SF-36_31,0.4229455873
PHQ_2A-D_2_AnsVal,SF-36_25,0.4137151224
FSI_5-8_1_AnsText,SF-36_29,0.410866541
CTXD_50-54_5_AnsVal,SF-36_28,0.4050772927
